ID, Muhanda/Rubaya ,Gitega, Butamwa , Kabuye SW ,KIGALIAERO, Busasamana-Nyanza , Rurangazi , Kigoma , Simbi , Buruhukiro , Cyanika ku ishuri ,GIKONGOROMET, Kigeme ku ishuri , Gatare , Kaduha Sector , Mushubi Paroisse , Gitwe ,Byimana, Mwendo , Kivumu , Kibangu , Nyabinoni , Nyamabuye , Rugendabari , Kayenzi ,Twumba , Rwankeri , Rugera , Gatumba ,Muramba , Kabaya ,Nyange , Sovu ,Cyinzuzi,Rutongo,Mugambazi,Rutongo,Rusiga,Cyabingo,Janja,Minazi,Muyongwe,Nembaparoisse,Ruli,Rushashi,Remera,BusogoISAE,RhengeriAero,Kinigi,NyangeKabeza,Shingiro,Butaro,Kagogo,Ntaruka,Kinoni,Ruhunde,Rwesero,ByumbaMet, Rwamagana , Musha , Gasange , Gahini  , Mukarange ,KAWANGIRE
LON,29.63,30.06,30.03,30.07,30.11,29.76,29.65,29.63,29.7,29.38,29.6,29.55,29.53,29.69,29.53,29.45,29.7,29.71,29.68,29.8,29.68,29.68,29.78,29.66,29.85,29.36,29.51,29.61,29.63,29.6,29.5,29.58,29.52,30,30.05,30.05,29.95,29.95,29.68,29.67,29.78,29.87,29.78,29.81,29.86,29.75,29.55,29.61,29.56,29.51,29.5,29.83,29.76,29.75,29.71,29.93,30.16,30.05,30.43,30.35,30.29,30.5,30.5,30.43
LAT,-1.95,-1.96,-2.01,-1.89,-1.95,-2.35,-2.35,-2.46,-2.52,-2.38,-2.43,-2.48,-2.48,-2.16,-2.33,-2.36,-2.21,-2.16,-2.16,-2.05,-1.83,-1.76,-2.08,-1.95,-1.9,-2.24,-1.58,-1.61,-1.95,-1.75,-1.76,-2.05,-1.91,-1.76,-1.81,-1.8,-1.62,-1.61,-1.56,-1.68,-1.73,-1.72,-1.6,-1.81,-1.73,-1.53,-1.56,-1.48,-1.45,-1.46,-1.5,-1.41,-1.55,-1.46,-1.43,-1.6,-1.8,-1.6,-1.93,-1.91,-1.8,-1.85,-1.9,-1.81
20081129,9,15,8,24,13,14,10,0,8,10,0,0.2,3,0,16,27,0,0,2,0,22,21,0,15,18,3,3,3,9,14,12,29,29,35,35,35,0,0,6,19,30,11,18,29,18,16,0.8,1,4,10,8,0,17,2,2,0,6,0,45,40,48,61,56,72
20081130,0,0,0,0,0,10,17,8,9,4,8,6.7,6,3,0,0,0,3,0,3.4,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20081201,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20081202,1,13,0,3,2.8,0,0,4,0,5,5,1.9,0,10,1,0,6,10,14,0.3,0,2,0,0,0,6,4,8,1,8,3,9,4,3,1,1,1,1,5,2,4,4,0,2,4,0,2.1,3,10,7,7,0,0,5,2,2,0,4.9,0,0,0,0,0,0
20081203,11,0,0,1,0,3,10,16,9,2,17,13.8,15,9,7,5,1,9,13,3.5,1,4,4,9,1,7,6,7,11,12,7,6,12,2,1,1,3,3,12,9,11,11,10,6,13,0,6.9,5,9,8,6,0,2,5,0,5,1,6,0,0,1,0,0,0
20081204,17,9,1,18,5.6,6,2,5,0,3,0,0,0,21,0,0,0,21,23,14.6,7,7,12,15,6,10,33,28,17,9,13,15,18,34,38,38,10,10,34,15,20,18,10,27,17,7,32.2,29,34,32,37,2,6,15,11,7,18,14.3,0,0,6,0,0,0
20081205,9,0,0,3,0.5,0,12,21,4,3,19,16.8,15,8,15,9,8,8,14,11.6,3,5,10,9,9,5,3,8,9,5,6,11,10,0,6,6,1,1,8,6,15,7,11,20,9,8,3.9,5,6,5,5,3,9,12,4,1,4,0.2,0,0,13,0,0,21
20081206,0,0,0,0,0,1,1,0,0,1,0,0.2,0,2,2,1,0,2,4,0,0,0,0,0,0,1,9,5,0,0,0,1,0,0,0,0,1,1,4,1,6,6,3,3,7,0,4.5,0,4,4,7,0,0,0,0,1,0,1,0,0,0,0,0,0
20081207,0,0,0,0,0,0,0,1,0,8,0,0,0,0,5,7,0,0,0,0.1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1.5,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
20081208,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0.5,0,0,0,1,0,0,0,0,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20081209,10,0,0,0,0,5,33,42,13,13,47,39,39,15,41,21,31,15,32,15.7,15,6,12,10,5,17,18,15,10,7,11,11,7,4,3,3,1,1,17,7,9,9,7,14,6,3,18,14,15,15,15,2,3,8,5,4,0,0,21,0,0,34,21,22
20081210,12,15,3,14,10.5,4,3,3,2,1,1,1,1,1,4,2,11,1,4,0,14,10,0,10,5,1,12,7,12,6,11,5,8,4,5,5,13,13,11,5,11,17,4,15,14,9,8,11,10,8,9,6,9,17,9,16,0,12.8,0,0,1,0,2,0
20081211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,5.7,5,5,5,5,0,0,5,6,0,0,0,0,0,0,0,0,0
20081212,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1.2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20081213,0,0,0,0,0,0,0,4,0,0,8,8.1,7,0,0,1,0,0,1,0,0,1,0,0,0,2,2,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,1,1,2,0,0,1,1,0,0,0.9,0,0,0,0,0,0
20081214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20081215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20081216,0,4,1,2,4.4,6,3,4,6,0,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,8,3,16,0,9,13,0,0,0,0,0,0,0,0,0
20081217,6,0,0,0,0,2,0,0,1,7,0,0,0,5,0,0,0,5,0,0,0,0,0,8,4,11,0,1,6,1,0,8,2,0,0,0,0,0,13,2,1,0,5,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20081218,1,0,0,0,0,1,2,6,4,9,5,5.3,4,2,4,5,0,2,0,0,0,0,0,1,0,3,0,0,1,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20081219,4,8,3,4,4,0,4,2,0,0,0,0,0,8,2,0,14,8,14,0,0,1,0,1,0,1,5,6,4,1,1,8,2,2,2,2,5,5,2,5,2,16,0,7,17,1,3.5,2,5,5,3,0,0,1,1,5,1,2.3,0,0,0,16,4,15
20081220,14,0,0,0,0,1,2,1,3,3,0,0,0,8,0,1,0,8,5,5.1,40,55,2,11,24,4,0,8,14,4,0,8,4,8,0,0,0,0,11,22,24,8,10,19,10,7,0.4,1,2,1,0,0,5,2,0,0,0,0,10,4,0,8,4,4
20081221,8,0,0,0,0,1,2,3,6,6,0,0,0,18,1,0,1,18,17,5.6,0,0,13,5,0,4,0,2,8,2,0,15,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20081222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20081223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20081224,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3.9,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,3,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0
20081225,16,0,0,0,0,4,23,24,3,36,29,34.6,48,0,46,41,38,0,21,0.3,35,26,0,18,13,23,10,1,16,15,25,0,13,0,0,0,0,0,0,10,10,3,1,23,7,0,1.8,0,3,7,8,2,0,0,0,0,0,0,0,0,0,0,0,0
20081226,5,0,0,0,0,3,0,3,4,0,2,6.7,12,6,7,2,0,6,1,0,0,2,0,8,0,1,0,4,5,10,2,3,2,0,0,0,0,0,7,9,7,0,12,0,3,5,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0
20081227,3,23,9,6,10,10,6,18,15,4,11,11.1,14,0,5,5,0,0,0,3.7,0,4,5,4,0,4,9,6,3,5,1,0,3,0,0,0,5,5,12,5,13,0,6,3,0,5,9.2,7,9,8,8,1,4,5,2,17,9,15.2,0,0,18,0,0,0
20081228,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11.7,7,11,13,13,0,0,0,0,0,0,0,0,3,0,0,0,0
20081229,13,7,0,20,1.2,0,4,13,5,5,9,4,5,4,3,4,9,4,10,0,2,10,0,8,1,6,0,1,13,16,17,7,14,0,9,9,0,0,1,19,10,9,5,12,17,0,0,0,0,0,0,0,0,0,0,1,16,0,30,5,4,18,22,18
20081230,2,0,0,0,0,4,10,13,12,9,14,14.4,19,5,12,7,1,5,5,0,0,0,0,1,0,10,0,7,2,0,0,6,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0.6,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
20081231,6,3,1,1,0,0,0,0,5,0,0,0,0,2,0,0,0,2,0,4.5,18,24,11,9,0,0,0,13,6,22,17,6,13,20,0,0,0,0,17,42,26,44,8,26,40,0,1.5,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20090101,0,0,0,0,0,0,2,0,0,11,0,0,0,2,17,10,0,2,0,7,0,0,8,0,0,15,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20090102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20090103,0,0,0,0,0,4,2,0,2,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,3,0,0,0,0,0,0,1,0,0
20090104,8,0,0,0,0,0,16,9,0,7,23,23.2,18,0,20,7,0,0,0,6,0,8,7,2,0,3,0,2,8,6,3,5,5,0,0,0,0,0,0,10,6,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0
20090105,0,1,3,1,2.2,14,9,4,3,10,5,4.7,4,9,12,8,0,9,6,6,15,3,6,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,1,28,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20090106,6,1,6,1,1,0,0,0,0,16,0,0,0,0,22,16,0,0,0,6,3,0,7,17,28,23,0,0,6,5,16,10,38,0,0,0,0,0,0,0,0,0,0,8,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20090107,0,16,0,0,40.6,21,8,2,6,0,6,7.2,7,7,0,0,0,7,0,1,0,0,1,0,0,0,6,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,9.9,1,10,0,1,1,1
20090108,0,2,1,1,2,16,6,2,0,0,1,3.5,6,13,9,0,0,13,19,1,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,4,0,2
20090109,39,20,8,18,6.7,0,2,0,0,10,4,4.5,4,0,17,9,13,0,0,5,23,43,4,29,10,18,8,16,39,26,13,13,24,29,20,20,0,0,28,51,37,33,12,28,26,0,1.1,1,0,3,0,0,0,0,0,3,0,0,5,15,6,1,1,0
20090110,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0
20090111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20090112,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20090113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20090114,0,1,1,1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20090115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1.5,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
20090116,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,3,2,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20090117,35,18,0,22,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,37,78,9,58,43,3,11,3,35,56,10,0,0,8,20,20,5,5,31,83,76,35,6,73,34,23,0.7,0,5,1,0,0,20,1,0,9,0,0.3,1,1,0,1,0,0
20090118,0,0,13,0,0,0,0,0,0,1,0,0.7,0,0,0,0,0,0,0,15,0,0,10,0,3,5,0,8,0,0,0,0,0,8,0,0,1,1,0,0,5,19,1,10,13,0,8.2,4,0,5,3,0,0,2,5,2,2,0.4,1,10,36,0,0,9
20090119,0,0,0,0,0,1,12,0,0,2,3,4.2,1,5,22,0,0,5,12,0,7,0,0,0,0,12,0,15,0,0,0,13,8,0,0,0,0,0,1,0,0,0,10,0,1,0,5.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20090120,0,0,0,0,0,0,9,6,0,23,20,16,14,21,50,26,37,21,39,0,0,0,0,0,0,42,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0
20090121,18,0,0,0,0,23,12,0,0,13,9,12.1,18,4,11,11,0,4,0,5,7,0,8,10,0,19,0,0,18,9,10,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20090122,0,0,0,0,0,0,0,0,0,3,0,4.3,9,6,5,10,7,6,1,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20090123,0,0,2,0,0.8,0,3,0,0,10,0,0,0,3,18,11,0,3,7,7,0,0,6,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20090124,0,0,0,0,0.4,11,35,0,0,11,51,43,33,10,37,10,0,10,0,0,0,0,0,0,0,15,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0.6,22,0,2,12,31,20
20090125,0,9,0,9,3.2,8,0,0,0,1,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0
20090126,0,0,2,1,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0
20090127,0,0,0,0,0,0,0,0,0,15,0,0,0,0,13,23,0,0,0,0,0,0,0,0,0,7,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20090128,34,19,30,0,14.8,0,15,0,0,16,24,15.4,9,1,57,10,6,1,5,12,22,1,14,30,29,31,0,21,34,16,39,14,56,40,29,29,15,15,32,8,12,13,8,26,14,4,10,0,0,3,0,0,14,0,1,17,0,0.3,3,0,0,0,1,0
20090129,1,9,4,2,4.8,0,0,0,0,6,0,0.3,0,3,0,1,0,3,0,3,1,3,3,2,4,9,0,5,1,0,0,3,3,0,0,0,0,0,0,3,6,6,2,9,6,0,1.5,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
20090130,1,4,1,1,6.1,0,0,0,0,18,0,0,0,0,0,9,0,0,0,4,0,0,5,2,1,3,9,4,1,0,5,1,7,1,1,1,1,1,0,0,1,9,0,0,5,0,8.8,1,0,0,2,0,0,0,0,1,0,1.6,1,0,0,0,14,0
20090131,2,4,0,1,4.6,1,0,2,2,0,2,2.8,3,0,0,0,0,0,0,0,9,13,0,5,10,0,25,19,2,1,5,1,1,0,0,0,0,0,32,37,27,12,7,41,10,22,8.8,4,16,12,5,5,23,19,8,10,18,0,5,6,59,24,3,34
20090201,7,0,0,3,0,2,19,0,0,21,28,48,36,7,35,22,0,7,1,8,6,8,9,5,8,20,8,12,7,12,9,9,15,26,15,15,9,9,21,17,19,21,7,22,12,37,8.2,11,2,3,2,26,24,40,26,19,0,0,0,0,0,0,0,0
20090202,2,31,20,30,25,4,0,0,0,1,0,0,0,4,0,0,0,4,3,6,6,8,6,2,6,7,0,5,2,6,7,5,12,23,24,24,7,7,1,11,10,14,5,19,6,10,3.3,2,0,1,2,1,9,7,0,11,16,6.5,20,23,21,18,20,27
20090203,0,0,0,0,0,3,10,16,0,10,8,14.8,15,3,14,7,0,3,0,0,0,0,0,0,0,16,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20090204,5,57,60,69,42.7,38,31,0,0,11,26,34.2,40,14,32,13,3,14,1,26,12,8,19,6,24,4,4,11,5,7,0,0,10,47,62,62,9,9,23,21,16,20,13,30,7,7,12.1,9,9,6,3,8,14,4,3,20,25,7.8,45,51,27,10,27,22
20090205,0,4,1,1,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20090206,8,19,16,32,32,11,3,0,0,0,0,0,0,4,7,0,0,4,0,10,12,0,9,6,16,0,7,30,8,2,0,2,7,43,36,36,12,12,26,23,22,26,16,20,14,18,20.5,19,14,11,8,18,29,13,16,18,19,8.1,14,14,0,0,9,0
20090207,1,0,0,6,0.3,0,0,0,0,0,0,0.2,0,0,1,0,0,0,0,0,4,6,0,0,2,0,0,5,1,9,12,1,12,14,9,9,1,1,5,20,8,8,6,12,5,4,0.5,6,1,1,0,2,2,1,0,4,0,3.3,0,1,0,0,0,0
20090208,5,0,0,0,0.4,1,0,0,0,4,0,0.1,1,0,0,1,0,0,0,0,0,0,0,1,0,3,7,8,5,1,1,2,11,0,0,0,0,0,3,0,3,1,2,0,0,3,10.8,14,11,9,8,6,9,0,0,0,0,0.4,0,0,0,5,6,4
20090209,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,6,0,0,0,0,0,0,0.6,0,0,0,0,0,0
20090210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2
20090211,4,6,0,3,6.8,0,0,6,0,11,5,9.8,8,0,2,6,0,0,0,0,0,0,0,5,6,19,0,4,4,0,0,10,10,6,4,4,10,10,0,4,8,19,4,9,16,3,1.5,1,1,1,0,0,3,0,0,13,6,10.7,0,0,0,0,0,0
20090212,0,0,0,5,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,6,0,7,9,0,6,2,0,2,28,17,17,9,9,0,13,7,12,4,27,7,3,1.4,2,3,4,1,0,4,6,0,11,6,10.2,0,0,3,0,0,7
20090213,0,5,4,0,12,7,23,0,0,7,24,27.1,29,0,31,10,0,0,0,0,0,0,0,0,0,12,12,14,0,0,1,0,0,0,0,0,4,4,31,1,5,1,8,0,1,5,12.2,10,8,8,9,1,9,6,7,5,5,1.5,15,25,7,0,1,2
20090214,0,0,0,0,0,2,0,1,1,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20090215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20090216,0,2,0,0,3.8,1,0,0,0,1,0,1.2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20090217,0,0,0,1,0.5,2,8,5,0,3,0,4.9,0,0,1,1,0,0,0,0,0,0,0,0,0,1,10,10,0,0,0,0,0,3,2,2,3,3,4,1,0,5,1,0,5,0,14.7,0,5,5,9,0,1,0,0,2,1,5.2,0,0,0,0,0,0
20090218,18,23,21,47,15.1,11,22,33,2,14,29,31,31,15,21,17,34,15,19,21,4,0,28,17,12,12,46,25,18,4,4,14,13,41,62,62,21,21,39,20,11,18,23,1,9,28,27.1,22,22,21,20,31,32,31,37,20,27,19.9,2,4,0,0,0,0
20090219,0,1,1,1,1,1,0,2,0,0,0,2.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,1,0,1
20090220,7,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,25,91,0,0,0,0,0,0,7,18,2,3,16,0,0,0,0,0,0,23,6,1,5,0,1,4,0.7,1,1,2,1,11,7,7,0,0,0,2.1,1,1,1,2,1,2
20090221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,5,5,5
20090222,3,0,7,0,1.3,12,7,0,0,6,0,4.3,0,6,2,0,9,6,11,0,0,0,0,0,1,11,0,1,3,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,5.7,0,3,1,7,0,0,0,0,2,1,1.9,0,0,0,0,0,0
20090223,14,5,6,31,0,8,13,13,0,5,4,2.7,12,40,17,4,35,40,37,34,42,47,51,28,26,7,15,21,14,22,8,10,12,29,48,48,8,8,32,39,16,15,16,21,13,7,4.2,14,9,9,4,1,6,8,5,9,8,6.1,35,43,7,0,16,1
20090224,11,1,1,1,1,4,8,1,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,3,1,1,2,2,11,3,5,1,11,0,0,0,2,2,0,0,1,2,0,0,2,3,2.7,3,5,4,4,0,0,1,0,1,1,0.7,0,0,0,0,2,0
20090225,0,19,0,11,23.8,8,13,0,0,0,2,10.9,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,2,0,0,0,0,0,1,1,0,0,1,2,2,2
20090226,0,4,0,1,5.4,10,1,3,2,11,5,4.2,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,5,7,0,1,0,0,0,0,0.8,8,5,5,0,3,3
20090227,8,16,11,18,9.1,2,0,0,0,0,0,4.2,1,0,0,0,0,0,0,7,20,7,0,5,7,0,0,3,8,9,0,0,6,14,29,29,0,0,0,21,8,9,6,13,8,2,0.9,0,1,0,0,0,3,0,0,0,17,4.7,8,4,5,14,10,10
20090228,1,0,0,1,0,12,9,2,5,0,0,1.2,0,0,0,0,0,0,0,0,1,4,0,0,2,0,40,31,1,5,0,0,5,10,0,0,5,5,59,25,16,14,19,4,7,19,23.8,31,28,27,25,20,20,30,38,13,1,2.6,4,0,1,0,1,2
20090301,12,8,4,11,14.5,4,10,35,15,6,21,12.2,6,5,10,9,5,5,8,10,7,3,0,16,0,13,1,16,12,0,7,20,8,0,0,0,17,17,13,1,0,0,17,5,0,0,6.8,5,1,1,1,0,2,0,0,0,0,9.8,5,0,9,12,17,11
20090302,0,7,4,5,13.7,0,0,8,15,6,0,5,4,0,3,5,0,0,0,8,0,0,0,0,0,9,7,10,0,0,1,1,0,0,0,0,13,13,10,0,0,0,8,0,1,18,17.3,13,10,10,14,12,15,18,14,9,0,10.4,4,0,0,15,5,10
20090303,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3.1,1,2,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0
