ID, Muhanda/Rubaya ,Gitega, Butamwa , Kabuye SW ,KIGALIAERO, Busasamana-Nyanza , Rurangazi , Kigoma , Simbi , Buruhukiro , Cyanika ku ishuri ,GIKONGOROMET, Kigeme ku ishuri , Gatare , Kaduha Sector , Mushubi Paroisse , Gitwe ,Byimana, Mwendo , Kivumu , Kibangu , Nyabinoni , Nyamabuye , Rugendabari , Kayenzi ,Twumba , Rwankeri , Rugera , Gatumba ,Muramba , Kabaya ,Nyange , Sovu ,Cyinzuzi,Rutongo,Mugambazi,Rutongo,Rusiga,Cyabingo,Janja,Minazi,Muyongwe,Nembaparoisse,Ruli,Rushashi,Remera,BusogoISAE,RhengeriAero,Kinigi,NyangeKabeza,Shingiro,Butaro,Kagogo,Ntaruka,Kinoni,Ruhunde,Rwesero,ByumbaMet, Rwamagana , Musha , Gasange , Gahini  , Mukarange ,KAWANGIRE
LON,29.63,30.06,30.03,30.07,30.11,29.76,29.65,29.63,29.7,29.38,29.6,29.55,29.53,29.69,29.53,29.45,29.7,29.71,29.68,29.8,29.68,29.68,29.78,29.66,29.85,29.36,29.51,29.61,29.63,29.6,29.5,29.58,29.52,30,30.05,30.05,29.95,29.95,29.68,29.67,29.78,29.87,29.78,29.81,29.86,29.75,29.55,29.61,29.56,29.51,29.5,29.83,29.76,29.75,29.71,29.93,30.16,30.05,30.43,30.35,30.29,30.5,30.5,30.43
LAT,-1.95,-1.96,-2.01,-1.89,-1.95,-2.35,-2.35,-2.46,-2.52,-2.38,-2.43,-2.48,-2.48,-2.16,-2.33,-2.36,-2.21,-2.16,-2.16,-2.05,-1.83,-1.76,-2.08,-1.95,-1.9,-2.24,-1.58,-1.61,-1.95,-1.75,-1.76,-2.05,-1.91,-1.76,-1.81,-1.8,-1.62,-1.61,-1.56,-1.68,-1.73,-1.72,-1.6,-1.81,-1.73,-1.53,-1.56,-1.48,-1.45,-1.46,-1.5,-1.41,-1.55,-1.46,-1.43,-1.6,-1.8,-1.6,-1.93,-1.91,-1.8,-1.85,-1.9,-1.81
20080827,15,0,0,0,0,0,0,26,0,3,2,15.2,19,5,7,10,13,5,7,8.5,23,21,41,24,24,0,9,11,15,5,0,9,0,0,0,0,2,2,6,29,6,31,15,46,36,2,11.6,0,1,2,5,0,4,0,0,5,0,5.2,0,0,0,0,0,0
20080828,0,1,0,0,1.5,0,0,0,0,5,0,0.3,0,0,0,2,0,0,0,5.7,0,0,5,0,0,6,1,0,0,0,16,2,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1.2,0,0,0,1,0,0,0,0,1,0,3.9,0,0,0,0,0,0
20080829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,0,0,0,4,0,0,4,0,0.3,0,1,3,2,0,0,0,1,2,1,5.6,0,0,0,0,0,0
20080830,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7,0,2,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0
20080831,0,0,0,0,0,0,0,0,0,0,2,5.5,2,0,0,0,0,0,0,0,0,0,0,0,0,18,5,1,0,16,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.9,2,4,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0
20080901,29,0,0,2,0.4,0,32,16,1,10,22,5.8,27,11,22,9,20,11,27,1,14,10,2,16,1,7,12,6,29,21,35,73,36,0,1,1,0,0,10,7,0,0,12,0,0,7,5.8,5,14,17,21,20,11,10,9,0,0,2.4,8,0,11,8,13,4
20080902,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0,3,0,0,0,0,13,10,0,6,9,0,0,0,0,0,0,0,5,9,0,0,1,0,0,0,12.8,0,1,2,6,0,0,0,0,0,0,0.4,0,0,0,0,0,0
20080903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,5.7,5,5,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0
20080904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20080905,6,0,0,0,0,0,0,0,0,1,0,0.1,0,6,0,1,6,6,6,6.1,0,0,6,6,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20080906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20080907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20080908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,1,0,0,0,0,0,0,0,0,7,9,0,0,12,0,0,5,0.6,2,9,18,16,3,4,2,1,0,0,0.1,24,11,0,6,19,7
20080909,0,0,0,7,0.3,0,0,0,0,14,0,3.8,1,0,0,0,0,0,0,0,0,1,0,0,0,36,0,9,0,1,1,0,0,4,0,0,1,1,4,6,16,16,10,3,17,7,4.9,6,2,2,2,2,5,4,3,9,55,7.4,13,21,35,0,0,1
20080910,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,5,0,6,11,0,4,15,5,5,4,4,0,14,57,54,11,31,63,18,1.4,2,4,0,0,15,13,24,13,16,16,0.5,9,0,0,27,18,11
20080911,7,1,1,2,1.1,0,0,0,0,2,0,0,0,1,0,0,0,1,3,0,6,1,0,4,0,7,5,1,7,5,8,3,16,0,0,0,2,2,0,3,1,0,0,0,0,0,10.8,5,4,6,6,0,0,0,2,3,0,6.6,0,0,3,0,6,0
20080912,14,7,0,16,6.4,0,0,24,9,5,0,0,13,0,8,6,0,0,1,1.5,12,23,9,19,8,0,1,5,14,12,11,31,27,44,42,42,6,6,1,13,32,46,16,18,51,10,2.9,5,6,6,6,10,10,11,9,8,12,4.7,48,9,0,21,54,7
20080913,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,1,1,0,0,0,1,1,5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0.6,1,0,0,0,2,0,2,1,0,0,3.4,0,0,0,0,0,0
20080914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0
20080915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
20080916,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,7,4,4,0,4,4,0,0,4,3,3,6,6,4,4,0,7,0,0,7,4,4.8,4,4,4,4,0,0,4,4,4,1,7.5,0,0,0,0,0,0
20080917,17,0,0,5,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0.8,11,12,0,13,6,16,4,7,17,7,6,10,11,17,15,15,1,1,4,9,13,14,8,9,22,6,3.1,5,5,6,2,9,6,10,7,5,8,1.5,0,0,0,0,0,0
20080918,0,0,0,0,0.4,0,1,1,0,28,0,4.4,9,0,4,19,0,0,0,0,0,1,0,0,0,16,16,18,0,7,6,0,7,0,0,0,0,0,16,9,8,0,17,0,0,6,14.7,10,16,17,17,5,4,2,5,0,0,0,0,0,0,13,15,0
20080919,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,6,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20080920,70,7,0,33,6.1,0,0,1,0,2,1,2,1,1,0,1,0,1,0,0,45,26,5,55,12,13,8,13,70,16,8,18,45,50,51,51,4,4,14,20,41,51,24,25,59,8,11.4,5,12,11,10,4,14,1,1,7,10,3.2,24,2,0,32,35,26
20080921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,3,1,1,1,0,0,3,8,0,0,0,0,0,0,0,0,0
20080922,0,1,0,0,1.9,10,27,7,0,32,1,0.6,7,2,40,28,0,2,0,0,0,0,0,0,0,23,8,9,0,0,0,3,7,0,0,0,0,0,6,0,0,0,5,0,0,12,11.7,11,8,10,9,12,15,15,11,0,0,0,0,0,0,0,0,0
20080923,56,13,1,15,10,0,0,5,0,9,1,2.5,2,0,5,0,12,0,11,2.2,60,6,33,59,17,1,6,7,56,6,7,77,37,0,0,0,0,0,0,4,3,15,2,8,12,1,3.3,1,12,14,9,1,0,0,1,4,0,2.4,0,3,15,9,4,0
20080924,0,0,1,0,0.3,0,0,27,8,20,35,27.2,39,0,24,28,0,0,0,0,0,9,0,0,0,17,2,6,0,2,6,0,3,1,1,1,4,4,3,5,24,13,12,8,20,8,3.7,6,1,1,1,5,9,5,5,5,0,4.3,0,0,0,0,20,0
20080925,0,3,0,13,0,4,2,5,9,0,5,2.1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,28,25,25,15,15,0,2,33,39,11,8,42,8,0.3,3,2,2,0,9,9,9,7,19,19,15.3,0,0,0,0,0,0
20080926,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,0,3,0,0,0,0,0,0,0,0,33,14,6,1,14,1,9,19,27.9,25,28,30,33,8,17,17,14,0,0,6.4,0,0,2,0,0,6
20080927,0,5,1,1,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3,0,0,29,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,5.2,0,0,0,0,0,0
20080928,0,3,1,1,3.6,0,0,0,0,5,0,1.3,0,0,0,0,0,0,0,0.6,0,6,0,0,0,3,0,0,0,10,17,0,23,1,1,1,2,2,0,3,0,1,1,1,2,0,1.3,0,0,0,0,9,1,2,1,2,1,3.9,0,0,0,0,0,0
20080929,0,0,1,1,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,1,1,0,0,0,0,0,0,0,5,1,0,0,1,0,0,6,5.6,10,4,3,3,6,2,9,9,3,2,5.6,3,0,6,8,0,11
20080930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
20081001,0,0,0,0,0,0,1,2,0,0,0,2.9,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,7,1,3,2,2,1,0,5,5,2,0,0,0.9,0,0,2,0,6,0
20081002,0,0,0,0,0.3,0,0,0,1,6,0,4,4,0,1,3,0,0,0,12.5,0,0,11,0,0,14,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,1,0,0.4,4,1,3,1,3,0,5,0,0,1,0,0,0,0,1,0,1
20081003,1,8,5,28,5,1,4,12,9,26,16,13.8,17,0,8,10,0,0,0,19.8,11,11,21,5,33,18,19,13,1,19,11,3,19,30,40,40,9,9,10,8,13,21,8,23,15,4,17.2,13,8,14,16,15,5,15,8,10,0,6.7,6,6,9,0,15,0
20081004,0,11,0,3,10.1,2,0,4,5,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,4.6,6,2,2,4,0,0,6,8,2,0,9.9,1,9,0,0,0,0
20081005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20081006,0,0,0,0,0,0,0,3,1,12,4,9.7,5,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,0,0,2,0,0,0,0,0,1,1,8,0,2,9,2,0,1,14,6.6,8,10,7,7,5,14,12,0,0,0,0,0,0,0,0,0,0
20081007,0,0,0,0,0,12,8,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20081008,17,0,1,1,3,14,7,15,28,12,16,11.3,5,10,16,22,1,10,2,8.5,18,15,2,19,0,2,2,5,17,17,27,0,34,3,0,0,12,12,10,19,11,12,6,8,18,0,1.2,3,9,4,1,0,0,9,0,0,15,14,0,0,5,0,0,2
20081009,7,0,0,0,0,10,1,6,9,2,2,0,0,3,4,0,11,3,0,0.7,7,7,2,8,0,0,29,28,7,10,16,0,14,6,0,0,4,4,35,21,14,16,18,9,10,30,29.8,27,25,23,26,21,26,38,19,4,4,0,6,0,13,4,10,0
20081010,0,0,0,20,0.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,17,7,0,0,3,0,0,4,4,3,7,5,9,2,0,4,8,0.2,3,2,1,0,0,6,8,0,2,1,4.6,25,25,21,10,8,4
20081011,6,8,0,30,3.8,9,5,1,1,12,6,6.3,1,0,16,9,0,0,0,5.2,17,21,0,5,26,8,13,11,6,35,20,34,29,27,35,35,3,3,18,21,10,22,9,17,15,8,13.3,13,16,15,15,2,11,21,5,0,0,2.1,19,14,5,16,12,3
20081012,7,2,0,24,0.9,5,3,0,5,19,0,0,2,0,10,21,0,0,0,5.2,21,17,7,10,0,15,2,3,7,10,13,0,16,29,28,28,7,7,9,15,8,18,7,12,12,14,4,7,12,7,2,1,14,28,3,2,16,10.2,9,4,20,0,7,3
20081013,2,0,3,0,0,22,14,22,32,14,19,14.8,10,3,14,17,7,3,7,0,0,0,0,0,0,16,3,2,2,0,0,21,2,0,0,0,3,3,2,0,1,3,6,0,0,2,4.8,0,1,0,1,1,3,0,0,5,8,0,0,0,15,4,7,2
20081014,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0,0,3,0,0,0,0,8,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3,5,4,2,0,0,0,3,0,0,0,0,0,0,0,1,0
20081015,0,4,2,2,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,3,0,0,0,1,1,0,0,1,4,0,0,0,0,0,1,2.8,1,1,1,1,0,0,3,1,0,1,0,0,0,0,0,0,0
20081016,0,0,4,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,17.5,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20081017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14.6,0,0,14,0,0,5,4,4,0,0,0,0,0,10,1,1,0,0,6,6,5,8,4,5,4,8,4.3,7,4,11,9,0,6,12,0,1,6,0,0,0,0,0,0,1
20081018,0,3,1,1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,2,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,9,1,0,0,2,0,0,4,10,10,6,9,11,0,1,2,1,0,0,0,0,0,0,0,0,0
20081019,0,0,1,0,0,1,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,5,0,0,2,0,0,0,0,0,0,0,4,0,0,0,4,0,1,3,2.6,5,0,4,3,3,3,9,6,0,0,0,0,0,0,1,2,0
20081020,5,7,4,20,12.7,1,0,1,15,4,4,2,1,7,4,8,5,7,8,0,14,37,0,9,17,0,4,10,5,36,17,0,2,38,6,6,2,2,15,22,17,23,8,21,11,8,5.4,9,3,5,4,4,7,27,1,1,15,1.7,7,0,34,13,20,7
20081021,7,0,0,18,2.3,12,0,2,15,9,3,1.7,2,6,0,0,2,6,1,0,15,16,0,9,13,12,37,25,7,18,13,0,9,36,31,31,9,9,24,14,15,16,9,13,8,13,28,28,21,27,29,12,14,22,16,8,16,19.6,0,0,0,1,1,3
20081022,11,4,1,18,7.1,8,5,10,18,6,10,4.9,1,0,10,7,4,0,0,0,25,28,0,9,21,1,1,3,11,24,13,18,19,39,39,39,14,14,3,14,14,27,9,21,15,3,0.7,7,0,3,1,6,8,17,4,14,1,16.2,8,0,0,6,16,2
20081023,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.2,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,6,0,3,3,0,0,0,2,0,0,0.7,0,0,0,0,6,0
20081024,9,0,0,4,0,1,1,0,1,25,0,0,1,0,20,23,11,0,7,0,10,29,0,7,0,32,8,4,9,29,13,32,18,11,1,1,0,0,11,20,10,7,2,5,3,15,4.2,10,12,10,5,11,13,28,3,1,0,1.5,0,0,7,1,6,1
20081025,0,0,2,6,0,2,0,0,0,19,2,1.8,5,0,10,10,0,0,0,0,0,0,0,0,2,8,0,3,0,9,6,0,1,8,9,9,0,0,3,2,0,1,0,0,0,0,1.4,10,11,1,0,7,0,14,2,0,0,0,8,0,24,24,24,13
20081026,1,4,4,8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1.7,2,4,6,2,0,0,0,1,0,0,0.8,1,0,1,0,8,0
20081027,0,2,1,1,1,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,15.6,0,1,13,0,0,0,5,3,0,1,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,3,5,4,4,4,3,0,1,3,1,1,0,8.3,0,0,0,0,0,0
20081028,0,1,0,1,1.5,0,0,1,0,3,3,5.1,3,0,1,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,15,15,2,2,0,2,0,0,1,2,0,1,2,1,0,1,6,6,2,11,18,23.5,13,12,21,4,3,14
20081029,0,2,1,1,3,0,1,5,2,13,6,9.8,5,0,9,14,0,0,0,3.9,0,0,3,0,0,6,11,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8.3,1,4,7,6,0,0,0,0,0,0,0,1,4,0,0,0,0
20081030,5,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,1,0,0,5,3,0,4,0,0,2,4,5,8,9,0,7,0,0,0,1,1,9,12,3,1,9,0,2,7,3.5,5,5,4,1,6,9,11,2,0,0,1.3,1,0,0,5,9,1
20081031,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,1,1,9,4,1,1,7,0,2,8,4.8,2,6,5,3,6,8,12,2,0,1,2.4,0,0,1,0,0,0
20081101,0,0,0,0,0,9,0,0,10,6,0,0,0,0,0,5,0,0,0,0,1,2,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1,1,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0
20081102,7,23,0,19,9.7,11,19,0,4,20,0,0.1,0,6,22,21,0,6,14,0,20,21,0,10,9,21,4,12,7,16,10,16,19,19,20,20,14,14,11,20,19,9,23,13,14,23,10.2,10,10,7,7,7,24,12,6,11,0,5.3,15,4,21,11,16,6
20081103,1,0,0,0,0,8,8,2,5,5,0,0.4,0,8,7,6,0,8,11,1.2,3,1,4,4,2,5,2,5,1,2,1,11,6,0,0,0,0,0,2,1,0,0,2,0,0,0,3.5,3,3,3,3,1,0,1,2,0,0,0,0,0,0,0,0,0
20081104,2,2,0,2,0,3,0,0,0,6,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,5,0,1,2,0,2,2,10,3,3,3,1,1,3,2,0,2,5,0,1,6,0,2,2,1,1,0,3,2,1,0,0,0,21,8,7,7,28,9
20081105,0,13,3,10,9.7,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,6,10,8,0,0,0,0,0,7,10,10,5,5,9,3,0,2,2,0,3,5,9.2,11,11,11,14,0,5,4,6,3,4,8.3,24,14,11,13,22,11
20081106,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,17,20,0,0,9,9,9,6,6,17,0,8,9,22,8,32,21,0.2,0,0,0,0,0,22,21,32,6,0,0,7,0,7,0,7,0
20081107,10,3,0,6,0,7,0,0,1,11,0,0,0,3,4,17,0,3,0,14.8,18,15,22,8,6,14,16,20,10,15,9,12,15,23,16,16,19,19,19,20,21,23,19,20,26,23,24.2,17,20,21,26,3,21,11,8,16,0,19.2,1,6,12,4,1,9
20081108,0,2,1,1,2,0,0,3,0,0,7,7.5,6,0,0,0,0,0,0,0,5,4,0,0,0,0,9,10,0,3,0,0,1,3,1,1,6,6,13,6,8,6,9,1,7,10,12.5,17,14,10,11,12,9,18,12,8,1,0,0,0,2,0,0,0
20081109,2,4,0,0,1.7,3,0,5,9,15,7,7.3,12,0,0,21,0,0,0,9.6,14,10,10,7,0,15,3,4,2,9,9,2,7,6,0,0,9,9,2,7,6,9,13,1,7,18,9.4,12,11,10,11,11,20,14,11,12,4,4.8,0,0,2,0,0,0
20081110,3,13,0,13,7.3,3,0,2,1,6,1,2.8,2,0,3,6,0,0,0,4.7,11,6,7,2,9,6,5,8,3,9,4,7,2,12,9,9,15,15,8,6,15,8,19,11,11,34,6.5,12,4,10,10,16,32,34,16,22,8,1.1,39,17,22,26,40,20
20081111,0,1,0,4,3.8,1,0,1,2,1,1,1.2,1,0,0,0,0,0,0,0.4,4,3,0,0,0,4,1,2,0,2,2,0,0,0,0,0,3,3,2,3,2,0,0,0,0,2,1.5,2,1,1,0,5,0,6,8,7,24,9.5,0,0,6,0,0,1
20081112,1,0,2,2,0,2,0,0,2,1,0,0,0,1,0,3,0,1,1,0.1,6,3,0,2,5,2,16,15,1,5,4,0,1,16,14,14,18,18,16,7,6,16,14,2,18,15,16.9,23,18,18,21,5,17,15,12,17,2,18.7,0,9,7,0,0,0
20081113,1,2,1,1,1.2,0,1,0,0,7,0,0.3,0,0,1,2,0,0,0,8.6,4,3,11,4,11,5,0,1,1,0,0,1,0,0,0,0,0,0,1,5,2,1,1,4,1,0,0,3,1,1,2,3,1,3,3,0,0,0,0,0,0,0,0,0
20081114,8,0,0,0,0,3,1,0,1,3,0,0,0,5,1,1,0,5,1,11.5,7,2,18,7,7,1,4,4,8,6,4,13,7,6,2,2,1,1,2,4,5,3,5,5,3,1,6.2,2,3,3,4,1,3,0,0,1,0,0,15,9,7,12,14,8
20081115,5,5,0,7,4,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,11,10,0,8,0,0,3,5,5,10,7,7,6,0,0,0,1,1,3,9,7,3,9,5,6,7,7.4,8,11,9,10,0,8,5,5,0,1,0,0,11,11,2,1,2
20081116,1,0,0,2,0,1,0,0,1,1,0,1,7,0,0,0,0,0,0,1.7,13,3,1,1,0,0,0,0,1,4,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0.5,1,1,4,2,5,0,8,7,0,5,0,0,0,0,0,0,0
20081117,10,0,0,0,0,5,2,1,1,5,1,1.5,1,3,3,9,0,3,15,1.2,15,10,9,14,0,0,4,2,10,12,8,14,8,11,3,3,4,4,0,9,8,12,14,6,14,10,5.8,4,3,8,8,9,11,10,8,8,0,0,0,0,2,0,0,0
20081118,0,10,1,8,3.1,15,8,5,8,17,5,1.4,8,12,7,14,0,12,17,12.2,6,7,13,0,0,9,0,0,0,4,4,29,11,28,17,17,3,3,0,2,4,6,10,5,8,14,0,0,1,0,0,2,13,5,2,8,15,0,33,21,34,21,22,27
20081119,0,2,1,0,0,12,18,17,13,13,20,17.9,18,6,20,19,1,6,3,0.3,16,13,12,10,22,8,0,3,0,13,9,1,2,14,4,4,7,7,1,13,16,15,16,17,18,26,2,5,4,3,3,14,28,16,10,9,0,0,0,0,7,4,0,9
20081120,2,0,0,1,0,12,11,10,18,3,9,8.8,10,0,2,4,0,0,0,1.8,2,2,4,0,0,2,0,0,2,2,1,0,3,0,2,2,0,0,0,2,0,0,0,0,0,0,0.4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20081121,0,0,0,0,0,0,0,0,0,0,1,3.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,13,0,0,0,0,0,0,0,0,0
20081122,0,0,0,0,0,3,23,9,9,2,20,11.3,12,0,15,18,0,0,0,18.5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
20081123,23,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,19,19,19.2,2,1,0,25,19,0,0,0,23,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20081124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20081125,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,4,2,0,1,0,0,0,0,0,3,3,0,0,0,0,0,1,1,1,5,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20081126,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20081127,8,0,0,0,0,0,0,0,6,1,0,0,0,3,0,5,3,3,3,3.8,5,0,4,4,3,0,28,14,8,0,2,8,5,0,0,0,0,0,21,7,9,6,11,5,4,13,24.8,29,33,32,37,6,12,10,15,0,0,0,18,10,7,7,16,0
20081128,19,0,1,0,0,21,8,5,24,12,0,0,0,1,0,5,0,1,12,3.2,22,22,0,19,7,7,27,22,19,24,22,0,25,10,7,7,1,1,24,30,19,8,15,16,13,27,21.2,16,13,19,22,6,27,14,11,1,0,0,0,0,9,0,0,0
